"CompanyName","year_stock","Close","Volume","Date","CeoName"
"Amazon","1998","15.708333","31149600","1998-06-26","Jeff Bezos"
"Amazon","1998","16.458334","24507600","1998-06-29","Jeff Bezos"
"Amazon","1998","16.625","21877200","1998-06-30","Jeff Bezos"
"Amazon","1998","19.020834","28254600","1998-07-01","Jeff Bezos"
"Amazon","1998","20.666666","52279800","1998-07-02","Jeff Bezos"
"Amazon","1998","23.25","46883400","1998-07-06","Jeff Bezos"
"Amazon","1998","20.354166","47251800","1998-07-07","Jeff Bezos"
"Amazon","1998","17.854166","58311600","1998-07-08","Jeff Bezos"
"Amazon","1998","17.583334","29493000","1998-07-09","Jeff Bezos"
"Amazon","1998","16.583334","24982200","1998-07-10","Jeff Bezos"
"Amazon","1998","17.9375","19248000","1998-07-13","Jeff Bezos"
"Amazon","1998","19.166666","25358400","1998-07-14","Jeff Bezos"
"Amazon","1998","18.75","17610000","1998-07-15","Jeff Bezos"
"Amazon","1998","18.895834","13999200","1998-07-16","Jeff Bezos"
"Amazon","1998","19.96875","17826000","1998-07-17","Jeff Bezos"
"Amazon","1998","22.916666","35925000","1998-07-20","Jeff Bezos"
"Amazon","1998","22.010416","47328000","1998-07-21","Jeff Bezos"
"Amazon","1998","22.333334","27974400","1998-07-22","Jeff Bezos"
"Amazon","1998","21.270834","27810600","1998-07-23","Jeff Bezos"
"Amazon","1998","20.708334","28974000","1998-07-24","Jeff Bezos"
"Amazon","1998","20.927084","28830600","1998-07-27","Jeff Bezos"
"Amazon","1998","19.822916","20746800","1998-07-28","Jeff Bezos"
"Amazon","1998","17.96875","19644600","1998-07-29","Jeff Bezos"
"Amazon","1998","18.958334","31774200","1998-07-30","Jeff Bezos"
"Amazon","1998","18.479166","13440600","1998-07-31","Jeff Bezos"
"Amazon","1998","18.041666","12913200","1998-08-03","Jeff Bezos"
"Amazon","1998","18.3125","28065000","1998-08-04","Jeff Bezos"
"Amazon","1998","17.697916","23060400","1998-08-05","Jeff Bezos"
"Amazon","1998","18.25","18603600","1998-08-06","Jeff Bezos"
"Amazon","1998","19.333334","23433000","1998-08-07","Jeff Bezos"
"Amazon","1998","20.270834","18516000","1998-08-10","Jeff Bezos"
"Amazon","1998","20.666666","28158600","1998-08-11","Jeff Bezos"
"Amazon","1998","21.729166","20140800","1998-08-12","Jeff Bezos"
"Amazon","1998","21.25","24629400","1998-08-13","Jeff Bezos"
"Amazon","1998","20.458334","19410000","1998-08-14","Jeff Bezos"
"Amazon","1998","19.947916","14617800","1998-08-17","Jeff Bezos"
"Amazon","1998","21.447916","18000600","1998-08-18","Jeff Bezos"
"Amazon","1998","21.458334","19281600","1998-08-19","Jeff Bezos"
"Amazon","1998","21.520834","15886200","1998-08-20","Jeff Bezos"
"Amazon","1998","21.614584","15136200","1998-08-21","Jeff Bezos"
"Amazon","1998","22.458334","13949400","1998-08-24","Jeff Bezos"
"Amazon","1998","21.9375","14351400","1998-08-25","Jeff Bezos"
"Amazon","1998","21.208334","16390800","1998-08-26","Jeff Bezos"
"Amazon","1998","19.833334","16027200","1998-08-27","Jeff Bezos"
"Amazon","1998","17.648438","39036000","1998-08-28","Jeff Bezos"
"Amazon","1998","13.958333","41000400","1998-08-31","Jeff Bezos"
"Amazon","1998","13.325521","67450800","1998-09-01","Jeff Bezos"
"Amazon","1998","14.645833","47328600","1998-09-02","Jeff Bezos"
"Amazon","1998","14.3125","25471200","1998-09-03","Jeff Bezos"
"Amazon","1998","14.375","17812200","1998-09-04","Jeff Bezos"
"Amazon","1998","15.375","21936600","1998-09-08","Jeff Bezos"
"Amazon","1998","14.083333","17896200","1998-09-09","Jeff Bezos"
"Amazon","1998","13.270833","31969800","1998-09-10","Jeff Bezos"
"Amazon","1998","12.677083","23612400","1998-09-11","Jeff Bezos"
"Amazon","1998","12.28125","15060000","1998-09-14","Jeff Bezos"
"Amazon","1998","12.166667","17228400","1998-09-15","Jeff Bezos"
"Amazon","1998","14.083333","39118800","1998-09-16","Jeff Bezos"
"Amazon","1998","12.833333","42457800","1998-09-17","Jeff Bezos"
"Amazon","1998","13.28125","16742400","1998-09-18","Jeff Bezos"
"Amazon","1998","14.25","23767200","1998-09-21","Jeff Bezos"
"Amazon","1998","14.697917","30305400","1998-09-22","Jeff Bezos"
"Amazon","1998","17.520834","45583800","1998-09-23","Jeff Bezos"
"Amazon","1998","17.020834","51124200","1998-09-24","Jeff Bezos"
"Amazon","1998","18.208334","36598800","1998-09-25","Jeff Bezos"
"Amazon","1998","19.270834","38604600","1998-09-28","Jeff Bezos"
"Amazon","1998","18.854166","38335800","1998-09-29","Jeff Bezos"
"Amazon","1998","18.604166","29430600","1998-09-30","Jeff Bezos"
"Amazon","1998","17.104166","34392000","1998-10-01","Jeff Bezos"
"Amazon","1998","18.375","34495800","1998-10-02","Jeff Bezos"
"Amazon","1998","17.450521","24496200","1998-10-05","Jeff Bezos"
"Amazon","1998","18.052084","28171800","1998-10-06","Jeff Bezos"
"Amazon","1998","15.572917","42834000","1998-10-07","Jeff Bezos"
"Amazon","1998","14.364583","30384600","1998-10-08","Jeff Bezos"
"Amazon","1998","15.197917","20727000","1998-10-09","Jeff Bezos"
"Amazon","1998","15.53125","21817200","1998-10-12","Jeff Bezos"
"Amazon","1998","15.229167","10685400","1998-10-13","Jeff Bezos"
"Amazon","1998","15.583333","15590400","1998-10-14","Jeff Bezos"
"Amazon","1998","16.177084","16971000","1998-10-15","Jeff Bezos"
"Amazon","1998","16.572916","21405000","1998-10-16","Jeff Bezos"
"Amazon","1998","17.625","16681200","1998-10-19","Jeff Bezos"
"Amazon","1998","17.791666","19167600","1998-10-20","Jeff Bezos"
"Amazon","1998","18.333334","12618000","1998-10-21","Jeff Bezos"
"Amazon","1998","19.114584","26695200","1998-10-22","Jeff Bezos"
"Amazon","1998","19.354166","13624800","1998-10-23","Jeff Bezos"
"Amazon","1998","20.239584","19516800","1998-10-26","Jeff Bezos"
"Amazon","1998","19.385416","20164200","1998-10-27","Jeff Bezos"
"Amazon","1998","19.510416","19891800","1998-10-28","Jeff Bezos"
"Amazon","1998","21.083334","32932200","1998-10-29","Jeff Bezos"
"Amazon","1998","21.072916","21182400","1998-10-30","Jeff Bezos"
"Amazon","1998","21.833334","31494000","1998-11-02","Jeff Bezos"
"Amazon","1998","21.010416","18388200","1998-11-03","Jeff Bezos"
"Amazon","1998","21.635416","20383200","1998-11-04","Jeff Bezos"
"Amazon","1998","21.416666","14732400","1998-11-05","Jeff Bezos"
"Amazon","1998","20.760416","18894000","1998-11-06","Jeff Bezos"
"Amazon","1998","21.145834","21843600","1998-11-09","Jeff Bezos"
"Amazon","1998","21.958334","34375800","1998-11-10","Jeff Bezos"
"Amazon","1998","21.104166","16463400","1998-11-11","Jeff Bezos"
"Amazon","1998","21.833334","11974800","1998-11-12","Jeff Bezos"
"Amazon","1998","21.291666","8940600","1998-11-13","Jeff Bezos"
"Amazon","1998","21.041666","11897400","1998-11-16","Jeff Bezos"
"Amazon","1998","24.75","61141800","1998-11-17","Jeff Bezos"
"Amazon","1998","27.333334","59133600","1998-11-18","Jeff Bezos"
"Amazon","1998","25.541666","38895600","1998-11-19","Jeff Bezos"
"Amazon","1998","30.104166","66912600","1998-11-20","Jeff Bezos"
"Amazon","1998","36.333332","67781400","1998-11-23","Jeff Bezos"
"Amazon","1998","35.75","81675600","1998-11-24","Jeff Bezos"
"Amazon","1998","35.052082","27522600","1998-11-25","Jeff Bezos"
"Amazon","1998","36.104168","9586800","1998-11-27","Jeff Bezos"
"Amazon","1998","32","29752200","1998-11-30","Jeff Bezos"
"Amazon","1998","34.916668","47154600","1998-12-01","Jeff Bezos"
"Amazon","1998","33.25","29649000","1998-12-02","Jeff Bezos"
"Amazon","1998","31.583334","21836400","1998-12-03","Jeff Bezos"
"Amazon","1998","31.416666","22257600","1998-12-04","Jeff Bezos"
"Amazon","1998","31.833334","15774000","1998-12-07","Jeff Bezos"
"Amazon","1998","34.010418","25549800","1998-12-08","Jeff Bezos"
"Amazon","1998","36.041668","46506600","1998-12-09","Jeff Bezos"
"Amazon","1998","35.520832","30361800","1998-12-10","Jeff Bezos"
"Amazon","1998","37.166668","25467600","1998-12-11","Jeff Bezos"
"Amazon","1998","37.041668","38751000","1998-12-14","Jeff Bezos"
